"feature","num_methods_outof4_feature_important_AD","num_methods_outof4_feature_important_PD","num_methods_outof4_feature_important_Dementia","num_methods_outof12_finding_feature_important","PheCode","Phenotype"
"Dysthymic.disorder",0,2,1,3,300.4,"Dysthymic disorder"
"Dystrophy.of.female.genital.tract",0,0,0,0,624.1,"Dystrophy of female genital tract"
"Dysuria",3,4,1,8,599.3,"Dysuria"
"E..coli",2,3,1,6,41.4,"E. coli"
"Early.onset.of.delivery",0,0,0,0,636.2,"Early onset of delivery"
"Early.or.threatened.labor..hemorrhage.in.early.pregnancy",0,0,0,0,636,"Early or threatened labor; hemorrhage in early pregnancy"
"Eating.disorder",0,0,0,0,305.2,"Eating disorder"
"Ectopic.pregnancy",0,0,0,0,634.3,"Ectopic pregnancy"
"Ectropion.or.entropion",0,0,1,1,374.1,"Ectropion or entropion"
"Edema",4,4,4,12,782.3,"Edema"
"Effects.of.heat..cold.and.air.pressure",0,0,0,0,1014,"Effects of heat, cold and air pressure"
"Effects.of.other.external.causes",0,0,2,2,1015,"Effects of other external causes"
"Effects.radiation.NOS",2,2,0,4,990,"Effects radiation NOS"
"Electrolyte.imbalance",4,2,3,9,276.1,"Electrolyte imbalance"
"Elevated.C.reactive.protein..CRP.",0,0,0,0,790.8,"Elevated C-reactive protein (CRP)"
"Elevated.cancer.antigen.125..CA.125.",0,0,0,0,795.82,"Elevated cancer antigen 125 [CA 125]"
"Elevated.carcinoembryonic.antigen..CEA.",0,0,0,0,795.81,"Elevated carcinoembryonic antigen [CEA]"
"Elevated.prostate.specific.antigen..PSA.",1,3,2,6,796,"Elevated prostate specific antigen [PSA]"
"Elevated.sedimentation.rate",0,1,0,1,790.1,"Elevated sedimentation rate"
"Elevated.white.blood.cell.count",3,2,4,9,288.2,"Elevated white blood cell count"
"Embolism.and.thrombosis.of.abdominal.aorta",0,0,1,1,444.2,"Embolism and thrombosis of abdominal aorta"
"emergency_visit",4,4,4,12,NA,NA
"Emphysema",4,4,4,12,496.1,"Emphysema"
"Empyema.and.pneumothorax",4,1,0,5,506,"Empyema and pneumothorax"
"Encephalitis",0,0,0,0,323,"Encephalitis"
"Encephalitis..non.infectious",0,0,1,1,323.8,"Encephalitis, non-infectious"
"Encephalopathy..not.elsewhere.classified",4,1,4,9,348.8,"Encephalopathy, not elsewhere classified"
"End.stage.renal.disease",4,3,4,11,585.32,"End stage renal disease"
"Endocarditis",3,3,0,6,420.3,"Endocarditis"
"Endometrial.hyperplasia",0,0,0,0,621,"Endometrial hyperplasia"
"Endometriosis",0,0,0,0,615,"Endometriosis"
"Enthesopathy",3,2,1,6,726.1,"Enthesopathy"
"Eosinophilia",0,0,0,0,288.3,"Eosinophilia"
"Eosinophilic.esophagitis",0,0,0,0,530.15,"Eosinophilic esophagitis"
"Epilepsy",1,1,2,4,345.1,"Epilepsy"
"Epilepsy..recurrent.seizures..convulsions",3,2,4,9,345,"Epilepsy, recurrent seizures, convulsions"
"Epiphora",0,0,0,0,375.2,"Epiphora"
"Epistaxis.or.throat.hemorrhage",2,2,2,6,477,"Epistaxis or throat hemorrhage"
"Erectile.dysfunction..ED.",2,4,3,9,605,"Erectile dysfunction [ED]"
"Erythema.nodosum",0,0,0,0,695.81,"Erythema nodosum"
"Erythematosquamous.dermatosis",0,0,0,0,690,"Erythematosquamous dermatosis"
"Erythematous.conditions",0,0,0,0,695,"Erythematous conditions"
"Esophageal.atresia.tracheoesophageal.fistula",0,1,2,3,750.11,"Esophageal atresia/tracheoesophageal fistula"
"Esophageal.bleeding..varices.hemorrhage.",2,0,3,5,530.2,"Esophageal bleeding (varices/hemorrhage)"
"Esophagitis..GERD.and.related.diseases",2,0,1,3,530.1,"Esophagitis, GERD and related diseases"
"Essential.hypertension",4,4,4,12,401.1,"Essential hypertension"
"Essential.tremor",3,4,4,11,333.1,"Essential tremor"
"Eustachian.tube.disorders",0,0,0,0,381.2,"Eustachian tube disorders"
"Excessive.or.frequent.menstruation",0,0,0,0,626.12,"Excessive or frequent menstruation"
"Exophthalmos",0,0,0,0,242.3,"Exophthalmos"
"Exostosis.of.jaw",0,0,0,0,526.8,"Exostosis of jaw"
"Extrapyramidal.disease.and.abnormal.movement.disorders",1,4,0,5,333,"Extrapyramidal disease and abnormal movement disorders"
"Extrinsic.allergic.alveolitis",0,0,0,0,500.1,"Extrinsic allergic alveolitis"
"Eye.infection..viral",0,0,0,0,369.2,"Eye infection, viral"
"Facial.nerve.disorders..CN7.",1,0,2,3,352.2,"Facial nerve disorders [CN7]"
"Facial.weakness",0,1,1,2,772.6,"Facial weakness"
"Failure.to.thrive..childhood.",1,0,1,2,264.2,"Failure to thrive (childhood)"
"Fasciitis",2,0,3,5,728.7,"Fasciitis"
"Femoral.hernia",0,0,0,0,550.3,"Femoral hernia"
"Fetal.distress.and.abnormal.forces.of.labor",0,0,0,0,661,"Fetal distress and abnormal forces of labor"
"Fever.of.unknown.origin",4,4,2,10,783,"Fever of unknown origin"
"Fibroadenosis.of.breast",0,0,0,0,610.2,"Fibroadenosis of breast"
"Fibrosclerosis.of.breast",0,0,0,0,610.3,"Fibrosclerosis of breast"
"First.degree.AV.block",3,1,1,5,426.21,"First degree AV block"
"Flat.foot",0,2,2,4,735.1,"Flat foot"
"Flatulence",3,2,3,8,561.2,"Flatulence"
"Fluid.overload",2,1,3,6,276.6,"Fluid overload"
"Folate.deficiency.anemia",0,0,1,1,281.13,"Folate-deficiency anemia"
"Foreign.body.injury",1,0,1,2,1001,"Foreign body injury"
"Fracture.of.ankle.and.foot",0,0,1,1,801,"Fracture of ankle and foot"
"Fracture.of.clavicle.or.scapula",0,0,1,1,803.3,"Fracture of clavicle or scapula"
"Fracture.of.foot",0,0,1,1,801.1,"Fracture of foot"
"Fracture.of.hand.or.wrist",1,0,2,3,804,"Fracture of hand or wrist"
"Fracture.of.humerus",0,0,1,1,803.1,"Fracture of humerus"
"Fracture.of.lower.limb",0,0,0,0,800,"Fracture of lower limb"
"Fracture.of.neck.of.femur",0,1,4,5,800.1,"Fracture of neck of femur"
"Fracture.of.patella",0,0,1,1,800.4,"Fracture of patella"
"Fracture.of.pelvis",0,0,3,3,802,"Fracture of pelvis"
"Fracture.of.radius.and.ulna",0,3,1,4,803.2,"Fracture of radius and ulna"
"Fracture.of.ribs",0,0,1,1,807,"Fracture of ribs"
"Fracture.of.tibia.and.fibula",0,0,1,1,800.3,"Fracture of tibia and fibula"
"Fracture.of.unspecified.bones",2,0,1,3,809,"Fracture of unspecified bones"
"Fracture.of.unspecified.part.of.femur",0,1,1,2,800.2,"Fracture of unspecified part of femur"
"Fracture.of.upper.limb",0,0,0,0,803,"Fracture of upper limb"
"Fracture.of.vertebral.column.without.mention.of.spinal.cord.injury",0,0,4,4,805,"Fracture of vertebral column without mention of spinal cord injury"
"Frequency.of.urination.and.polyuria",4,3,4,11,599.5,"Frequency of urination and polyuria"
"Fuchs..dystrophy",0,0,0,0,364.51,"Fuchs' dystrophy"
"Functional.digestive.disorders",4,3,0,7,564,"Functional digestive disorders"
"Functional.disorders.of.bladder",4,4,2,10,596.5,"Functional disorders of bladder"
"Galactorrhea",0,0,0,0,612.1,"Galactorrhea"
"Ganglion.and.cyst.of.synovium..tendon..and.bursa",0,0,0,0,727.4,"Ganglion and cyst of synovium, tendon, and bursa"
"Gangrene",1,2,1,4,791,"Gangrene"
"Gastric.ulcer",1,2,3,6,531.2,"Gastric ulcer"
"Gastritis.and.duodenitis",0,0,0,0,535,"Gastritis and duodenitis"
"Gastritis.and.duodenitis..NOS",3,1,1,5,535.9,"Gastritis and duodenitis, NOS"
"Gastroesophageal.laceration.hemorrhage.syndrome",0,0,1,1,530.7,"Gastroesophageal laceration-hemorrhage syndrome"
"Gastrointestinal.complications",0,0,0,0,569.2,"Gastrointestinal complications"
"Gastrointestinal.hemorrhage",0,0,0,0,578,"Gastrointestinal hemorrhage"
"Gastrointestinal.malfunction.arising.from.mental.factors",0,0,0,0,303.31,"Gastrointestinal malfunction arising from mental factors"
"Gastrojejunal.ulcer",0,0,0,0,531.5,"Gastrojejunal ulcer"
"Gastroparesis",0,0,1,1,536.3,"Gastroparesis"
"Generalized.anxiety...phobic.disorders",0,0,0,0,300.2,"Generalized anxiety & phobic disorders"
"Generalized.anxiety.disorder",1,4,4,9,300.11,"Generalized anxiety disorder"
"Generalized.convulsive.epilepsy",0,0,1,1,345.11,"Generalized convulsive epilepsy"
"Genital.prolapse",0,3,1,4,618,"Genital prolapse"
"Genu.valgum.or.varum..acquired.",0,0,0,0,736.4,"Genu valgum or varum (acquired)"
"GERD",4,3,2,9,530.11,"GERD"
"Giant.cell.arteritis",0,0,0,0,446.5,"Giant cell arteritis"
"Gingival.and.periodontal.diseases",0,1,0,1,523,"Gingival and periodontal diseases"
"Gingivitis",0,0,0,0,523.1,"Gingivitis"
"Glaucoma",4,3,2,9,365,"Glaucoma"
"Glomerulonephritis",0,0,0,0,580.1,"Glomerulonephritis"
"Glossitis",0,0,0,0,529.1,"Glossitis"
"Glossodynia",0,0,0,0,529.6,"Glossodynia"
"Glucocorticoid.deficiency",0,0,3,3,255.21,"Glucocorticoid deficiency"
"Glycosuria.or.Acetonuria",0,0,0,0,250.5,"Glycosuria or Acetonuria"
"Gonococcal.infections",0,0,0,0,90.2,"Gonococcal infections"
"Gout",2,4,4,10,274.1,"Gout"
"Gout.and.other.crystal.arthropathies",0,0,0,0,274,"Gout and other crystal arthropathies"
"Gouty.arthropathy",1,1,1,3,274.11,"Gouty arthropathy"
"Graft.versus.host.disease",0,0,0,0,81.1,"Graft-versus-host disease"
"Gram.negative.septicemia",0,1,1,2,38.1,"Gram negative septicemia"
"Gram.positive.septicemia",0,1,1,2,38.2,"Gram positive septicemia"
"Graves..disease",0,0,0,0,242.1,"Graves' disease"
"Gross.hematuria",0,0,1,1,593.1,"Gross hematuria"
"H..pylori",2,1,1,4,41.8,"H. pylori"
"Hallucinations",2,4,0,6,292.6,"Hallucinations"
"Hallux.rigidus",0,0,0,0,735.23,"Hallux rigidus"
"Hallux.valgus..Bunion.",0,1,1,2,735.3,"Hallux valgus (Bunion)"
"Hammer.toe..acquired.",0,0,1,1,735.21,"Hammer toe (acquired)"
"Hearing.loss",4,4,4,12,389,"Hearing loss"
"Heart.failure.NOS",4,4,4,12,428.2,"Heart failure NOS"
"Heart.failure.with.preserved.EF..Diastolic.heart.failure.",4,2,4,10,428.4,"Heart failure with preserved EF [Diastolic heart failure]"
"Heart.failure.with.reduced.EF..Systolic.or.combined.heart.failure.",4,2,4,10,428.3,"Heart failure with reduced EF [Systolic or combined heart failure]"
"Heart.transplant.surgery",1,0,1,2,429.1,"Heart transplant/surgery"
"Heart.valve.disorders",0,0,1,1,395,"Heart valve disorders"
"Heart.valve.replaced",3,1,4,8,395.6,"Heart valve replaced"
"Heartburn",0,0,1,1,530.9,"Heartburn"
"Helminthiases",0,0,0,0,134,"Helminthiases"
"Hemangioma.and.lymphangioma..any.site",0,0,0,0,228,"Hemangioma and lymphangioma, any site"
"Hemangioma.of.skin.and.subcutaneous.tissue",0,0,0,0,228.1,"Hemangioma of skin and subcutaneous tissue"
"Hemarthrosis",0,0,0,0,741.5,"Hemarthrosis"
"Hematemesis",0,1,1,2,578.1,"Hematemesis"
"Hematuria",1,0,3,4,593,"Hematuria"
"Hemiplegia",3,3,1,7,342,"Hemiplegia"
"Hemoglobinuria",0,0,0,0,285.8,"Hemoglobinuria"
"Hemolytic.uremic.syndrome",0,0,0,0,283.21,"Hemolytic-uremic syndrome"
"Hemoptysis",1,1,0,2,516.1,"Hemoptysis"
"Hemorrhage.from.gastrointestinal.ulcer",1,1,0,2,531.1,"Hemorrhage from gastrointestinal ulcer"
"Hemorrhage.in.early.pregnancy",0,0,0,0,636.3,"Hemorrhage in early pregnancy"
"Hemorrhage.NOS",4,1,0,5,459.1,"Hemorrhage NOS"
"Hemorrhage.of.gastrointestinal.tract",4,4,4,12,578.9,"Hemorrhage of gastrointestinal tract"
"Hemorrhage.of.rectum.and.anus",1,4,2,7,578.8,"Hemorrhage of rectum and anus"
"Hemorrhage.or.hematoma.complicating.a.procedure",4,2,4,10,850,"Hemorrhage or hematoma complicating a procedure"
"Hemorrhagic.disorder.due.to.intrinsic.circulating.anticoagulants",0,0,0,0,286.5,"Hemorrhagic disorder due to intrinsic circulating anticoagulants"
"Hemorrhoids",2,1,3,6,455,"Hemorrhoids"
"Hepatitis.NOS",2,1,0,3,70.9,"Hepatitis NOS"
"Hepatomegaly",1,1,1,3,573.3,"Hepatomegaly"
"Hereditary.and.idiopathic.peripheral.neuropathy",4,4,1,9,356,"Hereditary and idiopathic peripheral neuropathy"
"Hereditary.disturbances.in.tooth.structure",2,0,0,2,520.1,"Hereditary disturbances in tooth structure"
"Hereditary.hemochromatosis",0,0,0,0,275.11,"Hereditary hemochromatosis"
"Hereditary.retinal.dystrophies",0,0,0,0,362.7,"Hereditary retinal dystrophies"
"Herpes.simplex",2,1,0,3,54,"Herpes simplex"
"Herpes.zoster",1,1,1,3,53,"Herpes zoster"
"Herpes.zoster.with.nervous.system.complications",1,0,2,3,53.1,"Herpes zoster with nervous system complications"
"Hidradenitis",0,0,0,0,705.3,"Hidradenitis"
"Hirsutism",0,0,0,0,704.2,"Hirsutism"
"Hispanic",1,0,3,4,NA,NA
"Histoplasmosis",0,0,1,1,117.1,"Histoplasmosis"
"HIV.infection..symptomatic",2,1,1,4,71.1,"HIV infection, symptomatic"
"Hodgkin.s.disease",0,0,0,0,201,"Hodgkin's disease"
"Hormones.and.synthetic.substitutes.causing.adverse.effects.in.therapeutic.use",0,0,1,1,962.3,"Hormones and synthetic substitutes causing adverse effects in therapeutic use"
"Human.immunodeficiency.virus..HIV..disease",2,1,1,4,71,"Human immunodeficiency virus [HIV] disease"
"Hydrocele",0,2,0,2,603.1,"Hydrocele"
"Hydrocephalus",2,1,4,7,331.1,"Hydrocephalus"
"Hydronephrosis",1,1,1,3,595,"Hydronephrosis"
"Hyperaldosteronism",0,0,0,0,255.12,"Hyperaldosteronism"
"Hypercalcemia",1,1,2,4,275.6,"Hypercalcemia"
"Hypercholesterolemia",4,4,4,12,272.11,"Hypercholesterolemia"
"Hyperchylomicronemia",0,0,0,0,272.14,"Hyperchylomicronemia"
"Hypercoagulable.state",0,0,0,0,286.8,"Hypercoagulable state"
"Hyperemesis.gravidarum",0,0,0,0,643.1,"Hyperemesis gravidarum"
"Hyperestrogenism",0,0,0,0,256.1,"Hyperestrogenism"
"Hyperglyceridemia",3,0,1,4,272.12,"Hyperglyceridemia"
"Hyperhidrosis",1,2,2,5,705.8,"Hyperhidrosis"
"Hyperlipidemia",4,4,4,12,272.1,"Hyperlipidemia"
"Hypermetropia",1,1,1,3,367.8,"Hypermetropia"
"Hyperosmolality.and.or.hypernatremia",3,2,3,8,276.11,"Hyperosmolality and/or hypernatremia"
"Hyperparathyroidism",3,1,0,4,252.1,"Hyperparathyroidism"
"Hyperplasia.of.prostate",4,4,4,12,600,"Hyperplasia of prostate"
"Hyperpotassemia",4,4,3,11,276.13,"Hyperpotassemia"
"Hypersensitivity.angiitis",0,0,0,0,446.3,"Hypersensitivity angiitis"
"Hypersomnia",0,0,0,0,327.1,"Hypersomnia"
"hypertension",4,4,4,12,NA,NA
"Hypertension",0,0,0,0,401,"Hypertension"
"Hypertension.complicating.pregnancy..childbirth..and.the.puerperium",0,0,1,1,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
"Hypertensive.chronic.kidney.disease",4,3,4,11,401.22,"Hypertensive chronic kidney disease"
"Hypertensive.heart.and.or.renal.disease",4,4,4,12,401.2,"Hypertensive heart and/or renal disease"
"Hypertensive.heart.disease",2,4,4,10,401.21,"Hypertensive heart disease"
"Hypertrophic.obstructive.cardiomyopathy",1,0,1,2,425.11,"Hypertrophic obstructive cardiomyopathy"
"Hypertrophy.of.breast..Gynecomastia.",0,0,0,0,612.2,"Hypertrophy of breast (Gynecomastia)"
"Hypertrophy.of.female.genital.organs",0,0,0,0,623,"Hypertrophy of female genital organs"
"Hypertrophy.of.salivary.gland",0,0,0,0,527.1,"Hypertrophy of salivary gland"
"Hyperventilation",0,1,1,2,513.4,"Hyperventilation"
"Hypocalcemia",2,3,1,6,275.51,"Hypocalcemia"
"Hypoglycemia",2,2,3,7,251.1,"Hypoglycemia"
"Hypoparathyroidism",0,0,0,0,252.2,"Hypoparathyroidism"
"Hypopotassemia",4,3,3,10,276.14,"Hypopotassemia"
"Hyposmolality.and.or.hyponatremia",4,4,3,11,276.12,"Hyposmolality and/or hyponatremia"
"Hypotension",1,0,1,2,458,"Hypotension"
"Hypotension.NOS",4,4,3,11,458.9,"Hypotension NOS"
"Hypothermia.Chills",1,3,2,6,780,"Hypothermia/Chills"
"Hypothyroidism",0,0,0,0,244,"Hypothyroidism"
"Hypothyroidism.NOS",3,3,3,9,244.4,"Hypothyroidism NOS"
"Hypotony.of.eye",0,0,0,0,360.3,"Hypotony of eye"
"Hypoventilation",3,1,1,5,513.3,"Hypoventilation"
"Hypovolemia",4,2,3,9,276.5,"Hypovolemia"
"Iatrogenic.endocrine.disorders",0,0,0,0,258,"Iatrogenic endocrine disorders"
"Iatrogenic.hypotension",4,3,1,8,458.2,"Iatrogenic hypotension"
"Iatrogenic.pulmonary.embolism.and.infarction",0,0,0,0,452.1,"Iatrogenic pulmonary embolism and infarction"
"Ichthyosis.congenita",0,0,0,0,691.1,"Ichthyosis congenita"
"Idiopathic.fibrosing.alveolitis",0,0,1,1,504.1,"Idiopathic fibrosing alveolitis"
"Ileostomy.status",0,0,0,0,559,"Ileostomy status"
"Ill.defined.descriptions.and.complications.of.heart.disease",0,0,0,0,429,"Ill-defined descriptions and complications of heart disease"
"Immunity.deficiency",2,3,3,8,279.1,"Immunity deficiency"
"Impacted.cerumen",4,2,4,10,380.4,"Impacted cerumen"
"Impaction.of.intestine",1,1,1,3,560.2,"Impaction of intestine"
"Impaired.fasting.glucose",2,0,0,2,250.41,"Impaired fasting glucose"
"Impetigo",0,0,0,0,686.2,"Impetigo"
"Impulse.control.disorder",0,1,0,1,312.3,"Impulse control disorder"
"Incisional.hernia",1,0,1,2,550.6,"Incisional hernia"
"Infantile.cerebral.palsy",0,0,0,0,343,"Infantile cerebral palsy"
"Infection.inflammation.of.internal.prosthetic.device..implant..and.graft",2,0,1,3,81,"Infection/inflammation of internal prosthetic device; implant; and graft"
"Infection.of.the.eye",0,0,0,0,369,"Infection of the eye"
"Infection.with.drug.resistant.microorganisms",0,0,1,1,41.9,"Infection with drug-resistant microorganisms"
"Infections.of.genitourinary.tract.during.pregnancy",0,0,0,0,647.1,"Infections of genitourinary tract during pregnancy"
"Infectious.and.parasitic.complications.affecting.pregnancy",1,2,0,3,647,"Infectious and parasitic complications affecting pregnancy"
"Infectious.mononucleosis",0,0,1,1,79.2,"Infectious mononucleosis"
"Infective.connective.tissue.disorders",0,0,1,1,712,"Infective connective tissue disorders"
"Infertility..female",0,0,0,0,626.8,"Infertility, female"
"Infertility..female..associated.with.anovulation",0,0,0,0,626.15,"Infertility, female, associated with anovulation"
"Infertility..male",0,0,0,0,609.1,"Infertility, male"
"Infestation..lice..mites.",0,0,1,1,132,"Infestation (lice, mites)"
"Inflammation.of.eyelids",3,0,3,6,371.3,"Inflammation of eyelids"
"Inflammation.of.the.eye",0,0,0,0,371,"Inflammation of the eye"
"Inflammatory.and.toxic.neuropathy",4,3,3,10,357,"Inflammatory and toxic neuropathy"
"Inflammatory.bowel.disease.and.other.gastroenteritis.and.colitis",0,0,0,0,555,"Inflammatory bowel disease and other gastroenteritis and colitis"
"Inflammatory.conditions.of.jaw",0,0,0,0,526.5,"Inflammatory conditions of jaw"
"Inflammatory.disease.of.breast",0,0,0,0,613.1,"Inflammatory disease of breast"
"Inflammatory.disease.of.cervix..vagina..and.vulva",1,0,1,2,614.5,"Inflammatory disease of cervix, vagina, and vulva"
"Inflammatory.diseases.of.female.pelvic.organs",0,0,0,0,614,"Inflammatory diseases of female pelvic organs"
"Inflammatory.diseases.of.uterus..except.cervix",0,0,0,0,614.4,"Inflammatory diseases of uterus, except cervix"
"Influenza",3,2,3,8,481,"Influenza"
"Infusion.and.transfusion.reaction",0,0,1,1,942,"Infusion and transfusion reaction"
"Ingrowing.nail",0,1,0,1,703.1,"Ingrowing nail"
"Inguinal.hernia",0,0,2,2,550.1,"Inguinal hernia"
"Injuries.to.the.nervous.system",0,0,0,0,907,"Injuries to the nervous system"
"Injury..NOS",3,4,4,11,1009,"Injury, NOS"
"Injury.to.blood.vessels",0,0,0,0,1007,"Injury to blood vessels"
"Injury.to.other.and.unspecified.nerves",0,0,0,0,957,"Injury to other and unspecified nerves"
"inpatient_visit",4,4,4,12,NA,NA
"Insect.bite",0,0,0,0,912,"Insect bite"
"Insomnia",3,2,4,9,327.4,"Insomnia"
"Insulins.and.antidiabetic.agents.causing.adverse.effects.in.therapeutic.use",0,0,1,1,962.2,"Insulins and antidiabetic agents causing adverse effects in therapeutic use"
"Internal.derangement.of.knee",0,0,0,0,835,"Internal derangement of knee"
"Intervertebral.disc.disorder.with.myelopathy",0,0,0,0,722.7,"Intervertebral disc disorder with myelopathy"
"Intervertebral.disc.disorders",0,0,0,0,722,"Intervertebral disc disorders"
"Intestinal.disaccharidase.deficiencies.and.disaccharide.malabsorption",0,0,0,0,271.3,"Intestinal disaccharidase deficiencies and disaccharide malabsorption"
"Intestinal.e.coli",0,0,0,0,8.51,"Intestinal e.coli"
"Intestinal.helminthiases",0,0,0,0,134.1,"Intestinal helminthiases"
"Intestinal.infection",0,0,0,0,8,"Intestinal infection"
"Intestinal.infection.due.to.C..difficile",3,1,1,5,8.52,"Intestinal infection due to C. difficile"
"Intestinal.infection.due.to.protozoa",0,0,0,0,8.7,"Intestinal infection due to protozoa"
"Intestinal.malabsorption..non.celiac.",0,0,0,0,557,"Intestinal malabsorption (non-celiac)"
"Intestinal.obstruction.without.mention.of.hernia",0,0,0,0,560,"Intestinal obstruction without mention of hernia"
"Intracerebral.hemorrhage",4,3,2,9,430.2,"Intracerebral hemorrhage"
"Intracranial.hemorrhage",4,1,1,6,430,"Intracranial hemorrhage"
"Intracranial.hemorrhage..injury.",0,0,3,3,818,"Intracranial hemorrhage (injury)"
"Iodine.hypothyroidism",0,0,0,0,244.3,"Iodine hypothyroidism"
"Iron.deficiency.anemia.secondary.to.blood.loss..chronic.",3,2,4,9,280.2,"Iron deficiency anemia secondary to blood loss (chronic)"
"Iron.deficiency.anemias",0,0,0,0,280,"Iron deficiency anemias"
"Iron.deficiency.anemias..unspecified.or.not.due.to.blood.loss",4,4,3,11,280.1,"Iron deficiency anemias, unspecified or not due to blood loss"
"Irregular.menstrual.bleeding",0,0,0,0,626.14,"Irregular menstrual bleeding"
"Irregular.menstrual.cycle",0,0,0,0,626.13,"Irregular menstrual cycle"
"Irregular.menstrual.cycle.bleeding",0,0,0,0,626.1,"Irregular menstrual cycle/bleeding"
"Irritable.Bowel.Syndrome",3,0,1,4,564.1,"Irritable Bowel Syndrome"
"Ischemic.Heart.Disease",0,0,0,0,411,"Ischemic Heart Disease"
"Jakob.Creutzfeldt.disease",0,0,1,1,324.1,"Jakob-Creutzfeldt disease"
"Jaundice..not.of.newborn.",1,1,0,2,573.5,"Jaundice (not of newborn)"
"Jaw.disease.NOS",0,0,0,0,526.9,"Jaw disease NOS"
"Joint.effusions",3,2,3,8,741.4,"Joint effusions"
"Joint.ligament.sprain",0,0,0,0,840.3,"Joint/ligament sprain"
"Juvenile.osteochondrosis",0,0,0,0,732.1,"Juvenile osteochondrosis"
"Juvenile.rheumatoid.arthritis",0,0,0,0,714.2,"Juvenile rheumatoid arthritis"
"Kaposi.s.sarcoma",0,0,0,0,230,"Kaposi's sarcoma"
"Kaschin.Beck.disease",0,0,0,0,716.3,"Kaschin-Beck disease"
"Keloid.scar",0,0,0,0,701.4,"Keloid scar"
"Keratitis",0,0,0,0,370,"Keratitis"
"Keratoconjunctivitis",0,0,0,0,370.3,"Keratoconjunctivitis"
"Keratoconjunctivitis.sicca",0,0,0,0,370.31,"Keratoconjunctivitis sicca"
"Keratoconus",0,0,0,0,364.41,"Keratoconus"
"Keratoderma..acquired",0,0,2,2,701.1,"Keratoderma, acquired"
"Kidney.replaced.by.transpant",2,0,1,3,587,"Kidney replaced by transpant"
"Known.or.suspected.fetal.abnormality.affecting.management.of.mother",0,0,0,0,655,"Known or suspected fetal abnormality affecting management of mother"
"Kwashiorkor",0,0,0,0,260.21,"Kwashiorkor"
"Kyphoscoliosis.and.scoliosis",4,3,1,8,737.3,"Kyphoscoliosis and scoliosis"
"Kyphosis..acquired.",0,0,1,1,737.1,"Kyphosis (acquired)"
"Labyrinthitis",0,0,0,0,386.3,"Labyrinthitis"
"Lack.of.coordination",4,4,0,8,350.3,"Lack of coordination"
"Lack.of.normal.physiological.development",0,0,0,0,264,"Lack of normal physiological development"
"Lack.of.normal.physiological.development..unspecified",0,0,0,0,264.9,"Lack of normal physiological development, unspecified"
"Lagophthalmos",0,0,0,0,374.2,"Lagophthalmos"
"Large.cell.lymphoma",2,2,2,6,202.24,"Large cell lymphoma"
"Late.effect",0,0,1,1,1012,"Late effect"
"Late.effects.of.cerebrovascular.disease",3,2,4,9,433.8,"Late effects of cerebrovascular disease"
"Late.pregnancy.and.failed.induction",2,1,1,4,645,"Late pregnancy and failed induction"
"Laxity.of.ligament.or.hypermobility.syndrome",0,0,0,0,728.2,"Laxity of ligament or hypermobility syndrome"
"Learning.disorder",0,0,0,0,315.1,"Learning disorder"
"Left.bundle.branch.block",2,2,1,5,426.32,"Left bundle branch block"
"Leprosy",0,0,0,0,31.1,"Leprosy"
"Lesions.of.stomach.and.duodenum",2,0,1,3,537.1,"Lesions of stomach and duodenum"
"Leukemia",0,0,0,0,204,"Leukemia"
"Leukoplakia.of.oral.mucosa",0,0,0,0,528.6,"Leukoplakia of oral mucosa"
"Lipoma",0,0,0,0,214,"Lipoma"
"Lipoma.of.skin.and.subcutaneous.tissue",0,0,0,0,214.1,"Lipoma of skin and subcutaneous tissue"
"Lipoprotein.disorders",1,0,2,3,277.51,"Lipoprotein disorders"
"Liver.abscess.and.sequelae.of.chronic.liver.disease",1,1,1,3,571.8,"Liver abscess and sequelae of chronic liver disease"
"Liver.replaced.by.transplant",1,2,0,3,573.2,"Liver replaced by transplant"
"Localized.adiposity",0,0,0,0,278.3,"Localized adiposity"
"Localized.superficial.swelling..mass..or.lump",0,2,0,2,687.2,"Localized superficial swelling, mass, or lump"
"Loose.body.in.joint",0,0,0,0,742.1,"Loose body in joint"
"Lordosis..acquired.",0,0,0,0,737.2,"Lordosis (acquired)"
"Loss.of.teeth.or.edentulism",0,0,1,1,525.1,"Loss of teeth or edentulism"
"Lower.gastrointestinal.congenital.anomalies",0,0,0,0,750.2,"Lower gastrointestinal congenital anomalies"
"Lumbosacral.spondylolysis..congenital",0,0,0,0,754.1,"Lumbosacral spondylolysis, congenital"
"Lump.or.mass.in.breast",0,1,0,1,611.3,"Lump or mass in breast"
"Lung.disease.due.to.external.agents",1,0,0,1,500,"Lung disease due to external agents"
"Lung.transplant",2,2,0,4,510.2,"Lung transplant"
"Lupus..localized.and.systemic.",0,0,0,0,695.4,"Lupus (localized and systemic)"
"Lyme.disease",0,2,2,4,130.1,"Lyme disease"
"Lymphadenitis",4,4,3,11,289.4,"Lymphadenitis"
"Lymphoid.leukemia",0,0,0,0,204.1,"Lymphoid leukemia"
"Lymphoid.leukemia..acute",0,0,0,0,204.11,"Lymphoid leukemia, acute"
"Lymphoid.leukemia..chronic",0,0,0,0,204.12,"Lymphoid leukemia, chronic"
"Lymphosarcoma",0,0,0,0,202.23,"Lymphosarcoma"
