feature,num_methods_outof3_feature_important_AD,num_methods_outof3_feature_important_PD,num_methods_outof3_feature_important_Dementia,num_methods_outof9_finding_feature_important,PheCode,Phenotype
Abnormal.heart.sounds,0,3,2,5,396,Abnormal heart sounds
Hypertension,0,0,0,0,401,Hypertension
Essential.hypertension,3,3,3,9,401.1,Essential hypertension
Hypertensive.heart.and.or.renal.disease,3,3,3,9,401.2,Hypertensive heart and/or renal disease
Hypertensive.heart.disease,1,3,3,7,401.21,Hypertensive heart disease
Hypertensive.chronic.kidney.disease,3,2,3,8,401.22,Hypertensive chronic kidney disease
Other.hypertensive.complications,2,1,0,3,401.3,Other hypertensive complications
Ischemic.Heart.Disease,0,0,0,0,411,Ischemic Heart Disease
Unstable.angina..intermediate.coronary.syndrome.,1,1,3,5,411.1,Unstable angina (intermediate coronary syndrome)
Myocardial.infarction,3,1,3,7,411.2,Myocardial infarction
Angina.pectoris,1,3,1,5,411.3,Angina pectoris
Coronary.atherosclerosis,2,3,3,8,411.4,Coronary atherosclerosis
Aneurysm.and.dissection.of.heart,0,0,1,1,411.41,Aneurysm and dissection of heart
Other.chronic.ischemic.heart.disease..unspecified,3,3,3,9,411.8,"Other chronic ischemic heart disease, unspecified"
Other.acute.and.subacute.forms.of.ischemic.heart.disease,3,2,2,7,411.9,Other acute and subacute forms of ischemic heart disease
Other.forms.of.chronic.heart.disease,1,3,2,6,414,Other forms of chronic heart disease
ASCVD,2,1,2,5,414.2,ASCVD
Pulmonary.heart.disease,2,1,0,3,415,Pulmonary heart disease
Acute.pulmonary.heart.disease,0,0,0,0,415.1,Acute pulmonary heart disease
Pulmonary.embolism.and.infarction..acute,0,2,1,3,415.11,"Pulmonary embolism and infarction, acute"
Chronic.pulmonary.heart.disease,3,1,3,7,415.2,Chronic pulmonary heart disease
Primary.pulmonary.hypertension,1,1,0,2,415.21,Primary pulmonary hypertension
Cardiomegaly,3,3,1,7,416,Cardiomegaly
Nonspecific.chest.pain,3,2,3,8,418,Nonspecific chest pain
Precordial.pain,1,1,0,2,418.1,Precordial pain
Myocarditis,0,0,0,0,420.1,Myocarditis
Pericarditis,2,3,2,7,420.2,Pericarditis
Acute.pericarditis,1,2,2,5,420.21,Acute pericarditis
Chronic.pericarditis,0,2,1,3,420.22,Chronic pericarditis
Endocarditis,2,3,0,5,420.3,Endocarditis
Cardiomyopathy,0,0,0,0,425,Cardiomyopathy
Primary.intrinsic.cardiomyopathies,3,1,1,5,425.1,Primary/intrinsic cardiomyopathies
Hypertrophic.obstructive.cardiomyopathy,0,0,0,0,425.11,Hypertrophic obstructive cardiomyopathy
Other.hypertrophic.cardiomyopathy,0,0,0,0,425.12,Other hypertrophic cardiomyopathy
Secondary.extrinsic.cardiomyopathies,1,1,1,3,425.2,Secondary/extrinsic cardiomyopathies
Other.cardiomyopathy,0,0,1,1,425.8,Other cardiomyopathy
Cardiac.conduction.disorders,0,0,0,0,426,Cardiac conduction disorders
Atrioventricular..AV..block,0,0,1,1,426.2,Atrioventricular [AV] block
First.degree.AV.block,2,1,1,4,426.21,First degree AV block
Mobitz.II.AV.block,0,0,1,1,426.22,Mobitz II AV block
Second.degree.AV.block,1,1,0,2,426.23,Second degree AV block
Atrioventricular.block..complete,0,1,2,3,426.24,"Atrioventricular block, complete"
Other.heart.block,0,0,0,0,426.25,Other heart block
Bundle.branch.block,0,1,0,1,426.3,Bundle branch block
Right.bundle.branch.block,0,3,2,5,426.31,Right bundle branch block
Left.bundle.branch.block,1,1,0,2,426.32,Left bundle branch block
Anomalous.atrioventricular.excitation,0,1,0,1,426.4,Anomalous atrioventricular excitation
Abnormal.electrocardiogram..ECG...EKG.,3,3,3,9,426.7,Abnormal electrocardiogram [ECG] [EKG]
Other.cardiac.conduction.disorders,2,2,1,5,426.8,Other cardiac conduction disorders
Cardiac.pacemaker.in.situ,0,1,2,3,426.91,Cardiac pacemaker in situ
Cardiac.defibrillator.in.situ,0,0,0,0,426.92,Cardiac defibrillator in situ
Paroxysmal.tachycardia..unspecified,0,0,0,0,427.1,"Paroxysmal tachycardia, unspecified"
Paroxysmal.supraventricular.tachycardia,3,3,3,9,427.11,Paroxysmal supraventricular tachycardia
Paroxysmal.ventricular.tachycardia,3,2,0,5,427.12,Paroxysmal ventricular tachycardia
Atrial.fibrillation.and.flutter,0,0,0,0,427.2,Atrial fibrillation and flutter
Atrial.fibrillation,0,3,3,6,427.21,Atrial fibrillation
Atrial.flutter,0,1,3,4,427.22,Atrial flutter
Other.specified.cardiac.dysrhythmias,2,2,2,6,427.3,Other specified cardiac dysrhythmias
Cardiac.arrest.and.ventricular.fibrillation,0,0,0,0,427.4,Cardiac arrest and ventricular fibrillation
Ventricular.fibrillation.and.flutter,0,0,1,1,427.41,Ventricular fibrillation and flutter
Cardiac.arrest,1,1,0,2,427.42,Cardiac arrest
Arrhythmia..cardiac..NOS,1,3,3,7,427.5,Arrhythmia (cardiac) NOS
Premature.beats,3,2,2,7,427.6,Premature beats
Supraventricular.premature.beats,3,3,3,9,427.61,Supraventricular premature beats
Tachycardia.NOS,3,3,2,8,427.7,Tachycardia NOS
Sinoatrial.node.dysfunction..Bradycardia.,0,3,1,4,427.8,Sinoatrial node dysfunction (Bradycardia)
Palpitations,3,1,2,6,427.9,Palpitations
Congestive.heart.failure..nonhypertensive,0,0,0,0,428,Congestive heart failure; nonhypertensive
Congestive.heart.failure..CHF..NOS,3,2,3,8,428.1,Congestive heart failure (CHF) NOS
Heart.failure.NOS,3,3,3,9,428.2,Heart failure NOS
Heart.failure.with.reduced.EF..Systolic.or.combined.heart.failure.,3,1,3,7,428.3,Heart failure with reduced EF [Systolic or combined heart failure]
Heart.failure.with.preserved.EF..Diastolic.heart.failure.,3,1,3,7,428.4,Heart failure with preserved EF [Diastolic heart failure]
Ill.defined.descriptions.and.complications.of.heart.disease,0,0,0,0,429,Ill-defined descriptions and complications of heart disease
Heart.transplant.surgery,0,0,0,0,429.1,Heart transplant/surgery
Abnormal.function.study.of.cardiovascular.system,2,0,1,3,429.2,Abnormal function study of cardiovascular system
Symptoms.involving.cardiovascular.system,2,1,3,6,429.3,Symptoms involving cardiovascular system
Cardiac.complications..not.elsewhere.classified,1,1,2,4,429.9,"Cardiac complications, not elsewhere classified"
Intracranial.hemorrhage,3,1,0,4,430,Intracranial hemorrhage
Subarachnoid.hemorrhage,0,1,0,1,430.1,Subarachnoid hemorrhage
Intracerebral.hemorrhage,3,2,1,6,430.2,Intracerebral hemorrhage
Subdural.hemorrhage,0,1,1,2,430.3,Subdural hemorrhage
Cerebrovascular.disease,0,3,0,3,433,Cerebrovascular disease
Occlusion.and.stenosis.of.precerebral.arteries,0,2,2,4,433.1,Occlusion and stenosis of precerebral arteries
Occlusion.of.cerebral.arteries..with.cerebral.infarction,0,1,1,2,433.11,"Occlusion of cerebral arteries, with cerebral infarction"
Cerebral.atherosclerosis,3,3,3,9,433.12,Cerebral atherosclerosis
Occlusion.of.cerebral.arteries,3,3,3,9,433.2,Occlusion of cerebral arteries
Cerebral.artery.occlusion..with.cerebral.infarction,3,3,3,9,433.21,"Cerebral artery occlusion, with cerebral infarction"
Cerebral.ischemia,2,3,3,8,433.3,Cerebral ischemia
Transient.cerebral.ischemia,3,3,0,6,433.31,Transient cerebral ischemia
Moyamoya.disease,0,0,0,0,433.32,Moyamoya disease
Cerebral.aneurysm,1,1,1,3,433.5,Cerebral aneurysm
Acute..but.ill.defined.cerebrovascular.disease,0,2,3,5,433.6,"Acute, but ill-defined cerebrovascular disease"
Late.effects.of.cerebrovascular.disease,2,1,3,6,433.8,Late effects of cerebrovascular disease
Atherosclerosis,0,1,0,1,440,Atherosclerosis
Atherosclerosis.of.renal.artery,2,1,0,3,440.1,Atherosclerosis of renal artery
Atherosclerosis.of.the.extremities,0,1,1,2,440.2,Atherosclerosis of the extremities
Atherosclerosis.of.native.arteries.of.the.extremities.with.ulceration.or.gangrene,0,1,1,2,440.21,Atherosclerosis of native arteries of the extremities with ulceration or gangrene
Atherosclerosis.of.native.arteries.of.the.extremities.with.intermittent.claudication,0,1,1,2,440.22,Atherosclerosis of native arteries of the extremities with intermittent claudication
Atherosclerosis.of.aorta,3,3,3,9,440.9,Atherosclerosis of aorta
Vascular.insufficiency.of.intestine,0,1,0,1,441,Vascular insufficiency of intestine
Acute.vascular.insufficiency.of.intestine,0,0,1,1,441.1,Acute vascular insufficiency of intestine
Chronic.vascular.insufficiency.of.intestine,0,1,0,1,441.2,Chronic vascular insufficiency of intestine
Other.aneurysm,2,1,0,3,442,Other aneurysm
Aortic.aneurysm,3,1,0,4,442.1,Aortic aneurysm
Abdominal.aortic.aneurysm,2,3,0,5,442.11,Abdominal aortic aneurysm
Aneurysm.of.iliac.artery,0,0,0,0,442.2,Aneurysm of iliac artery
Aneurysm.of.artery.of.lower.extremity,1,3,0,4,442.3,Aneurysm of artery of lower extremity
Arterial.dissection,0,0,0,0,442.4,Arterial dissection
Aneurysm.of.other.specified.artery,0,1,0,1,442.8,Aneurysm of other specified artery
Peripheral.vascular.disease,0,0,0,0,443,Peripheral vascular disease
Raynaud.s.syndrome,0,0,0,0,443.1,Raynaud's syndrome
Peripheral.angiopathy.in.diseases.classified.elsewhere,0,0,1,1,443.7,Peripheral angiopathy in diseases classified elsewhere
Other.specified.peripheral.vascular.diseases,0,1,1,2,443.8,Other specified peripheral vascular diseases
Peripheral.vascular.disease..unspecified,3,3,3,9,443.9,"Peripheral vascular disease, unspecified"
Arterial.embolism.and.thrombosis,1,2,0,3,444,Arterial embolism and thrombosis
Arterial.embolism.and.thrombosis.of.lower.extremity.artery,2,1,2,5,444.1,Arterial embolism and thrombosis of lower extremity artery
Embolism.and.thrombosis.of.abdominal.aorta,0,0,1,1,444.2,Embolism and thrombosis of abdominal aorta
Atheroembolism,0,0,0,0,444.5,Atheroembolism
Polyarteritis.nodosa.and.allied.conditions,0,0,0,0,446,Polyarteritis nodosa and allied conditions
Thromboangiitis.obliterans,0,0,0,0,446.1,Thromboangiitis obliterans
Acute.febrile.mucocutaneous.lymph.node.syndrome..Kawasaki.disease.,0,0,0,0,446.2,Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)
Hypersensitivity.angiitis,0,0,0,0,446.3,Hypersensitivity angiitis
Wegener.s.granulomatosis,0,0,0,0,446.4,Wegener's granulomatosis
Giant.cell.arteritis,0,0,0,0,446.5,Giant cell arteritis
Polyarteritis.nodosa,0,0,0,0,446.6,Polyarteritis nodosa
Takayasu.s.disease,0,0,0,0,446.7,Takayasu's disease
Thrombotic.microangiopathy,0,0,0,0,446.8,Thrombotic microangiopathy
Arteritis.NOS,0,0,0,0,446.9,Arteritis NOS
Other.disorders.of.arteries.and.arterioles,1,1,0,2,447,Other disorders of arteries and arterioles
Stricture.of.artery,1,1,1,3,447.1,Stricture of artery
Aortic.ectasia,0,0,0,0,447.7,Aortic ectasia
Disease.of.capillaries,0,0,0,0,448,Disease of capillaries
Noninfectious.disorders.of.lymphatic.channels,0,1,0,1,450,Noninfectious disorders of lymphatic channels
Phlebitis.and.thrombophlebitis,0,1,0,1,451,Phlebitis and thrombophlebitis
Phlebitis.and.thrombophlebitis.of.lower.extremities,2,1,2,5,451.2,Phlebitis and thrombophlebitis of lower extremities
Other.venous.embolism.and.thrombosis,2,1,3,6,452,Other venous embolism and thrombosis
Iatrogenic.pulmonary.embolism.and.infarction,0,0,0,0,452.1,Iatrogenic pulmonary embolism and infarction
Deep.vein.thrombosis..DVT.,2,3,3,8,452.2,Deep vein thrombosis [DVT]
Postphlebitic.syndrome,0,0,0,0,452.8,Postphlebitic syndrome
Chronic.venous.hypertension,0,0,0,0,453,Chronic venous hypertension
Varicose.veins,0,0,0,0,454,Varicose veins
Varicose.veins.of.lower.extremity,2,0,0,2,454.1,Varicose veins of lower extremity
Varicose.veins.of.lower.extremity..symptomtic,0,0,1,1,454.11,"Varicose veins of lower extremity, symptomtic"
Hemorrhoids,2,1,3,6,455,Hemorrhoids
Chronic.venous.insufficiency..CVI.,0,1,2,3,456,Chronic venous insufficiency [CVI]
Hypotension,1,0,1,2,458,Hypotension
Orthostatic.hypotension,1,3,2,6,458.1,Orthostatic hypotension
Iatrogenic.hypotension,3,2,0,5,458.2,Iatrogenic hypotension
Hypotension.NOS,3,3,2,8,458.9,Hypotension NOS
Other.disorders.of.circulatory.system,0,1,0,1,459,Other disorders of circulatory system
Hemorrhage.NOS,3,1,0,4,459.1,Hemorrhage NOS
Circulatory.disease.NEC,2,2,2,6,459.9,Circulatory disease NEC
Acute.sinusitis,2,3,2,7,464,Acute sinusitis
Acute.upper.respiratory.infections.of.multiple.or.unspecified.sites,2,3,2,7,465,Acute upper respiratory infections of multiple or unspecified sites
Acute.pharyngitis,2,3,3,8,465.2,Acute pharyngitis
Acute.laryngitis.and.tracheitis,0,0,0,0,465.4,Acute laryngitis and tracheitis
Septal.Deviations.Turbinate.Hypertrophy,1,0,2,3,470,Septal Deviations/Turbinate Hypertrophy
Nasal.polyps,0,0,0,0,471,Nasal polyps
Chronic.pharyngitis.and.nasopharyngitis,0,0,0,0,472,Chronic pharyngitis and nasopharyngitis
Diseases.of.the.larynx.and.vocal.cords,1,1,1,3,473,Diseases of the larynx and vocal cords
Chronic.laryngitis,0,0,1,1,473.1,Chronic laryngitis
Paralysis.spasm.of.vocal.cords.or.larynx,0,0,0,0,473.3,Paralysis/spasm of vocal cords or larynx
Voice.disturbance,3,3,3,9,473.4,Voice disturbance
Acute.and.chronic.tonsillitis,0,0,0,0,474,Acute and chronic tonsillitis
Acute.tonsillitis,0,0,0,0,474.1,Acute tonsillitis
Chronic.tonsillitis.and.adenoiditis,0,0,0,0,474.2,Chronic tonsillitis and adenoiditis
Chronic.sinusitis,1,1,1,3,475,Chronic sinusitis
Postnasal.drip,0,0,0,0,475.9,Postnasal drip
Allergic.rhinitis,2,3,2,7,476,Allergic rhinitis
Epistaxis.or.throat.hemorrhage,1,1,1,3,477,Epistaxis or throat hemorrhage
Throat.pain,0,3,0,3,478,Throat pain
Other.upper.respiratory.disease,1,1,3,5,479,Other upper respiratory disease
Pneumonia,3,3,1,7,480,Pneumonia
Bacterial.pneumonia,1,1,3,5,480.1,Bacterial pneumonia
Pneumococcal.pneumonia,1,1,1,3,480.11,Pneumococcal pneumonia
Pseudomonal.pneumonia,1,1,0,2,480.12,Pseudomonal pneumonia
MRSA.pneumonia,0,0,1,1,480.13,MRSA pneumonia
Viral.pneumonia,0,1,0,1,480.2,Viral pneumonia
Pneumonia.due.to.fungus..mycoses.,0,0,0,0,480.3,Pneumonia due to fungus (mycoses)
Bronchopneumonia.and.lung.abscess,0,0,0,0,480.5,Bronchopneumonia and lung abscess
Influenza,2,1,2,5,481,Influenza
Acute.bronchitis.and.bronchiolitis,2,3,1,6,483,Acute bronchitis and bronchiolitis
Asthma,2,2,2,6,495,Asthma
Chronic.obstructive.asthma,2,3,1,6,495.1,Chronic obstructive asthma
Chronic.obstructive.asthma.with.exacerbation,0,1,1,2,495.11,Chronic obstructive asthma with exacerbation
Asthma.with.exacerbation,1,2,0,3,495.2,Asthma with exacerbation
Chronic.airway.obstruction,3,3,3,9,496,Chronic airway obstruction
Emphysema,3,3,3,9,496.1,Emphysema
Chronic.bronchitis,1,1,0,2,496.2,Chronic bronchitis
Obstructive.chronic.bronchitis,2,2,1,5,496.21,Obstructive chronic bronchitis
Bronchiectasis,0,0,1,1,496.3,Bronchiectasis
Bronchitis,1,1,0,2,497,Bronchitis
Acute.bronchospasm,0,0,0,0,498,Acute bronchospasm
Cystic.fibrosis,0,1,0,1,499,Cystic fibrosis
Lung.disease.due.to.external.agents,1,0,0,1,500,Lung disease due to external agents
Extrinsic.allergic.alveolitis,0,0,0,0,500.1,Extrinsic allergic alveolitis
Pneumoconiosis,0,0,0,0,500.2,Pneumoconiosis
Pneumonitis.due.to.inhalation.of.food.or.vomitus,3,3,3,9,501,Pneumonitis due to inhalation of food or vomitus
Postinflammatory.pulmonary.fibrosis,0,1,3,4,502,Postinflammatory pulmonary fibrosis
Pulmonary.congestion.and.hypostasis,1,1,3,5,503,Pulmonary congestion and hypostasis
Other.alveolar.and.parietoalveolar.pneumonopathy,1,1,1,3,504,Other alveolar and parietoalveolar pneumonopathy
Idiopathic.fibrosing.alveolitis,0,0,1,1,504.1,Idiopathic fibrosing alveolitis
Other.pulmonary.inflamation.or.edema,2,1,1,4,505,Other pulmonary inflamation or edema
Empyema.and.pneumothorax,3,1,0,4,506,Empyema and pneumothorax
Pleurisy..pleural.effusion,3,3,2,8,507,Pleurisy; pleural effusion
Pulmonary.collapse..interstitial.and.compensatory.emphysema,2,3,3,8,508,Pulmonary collapse; interstitial and compensatory emphysema
Respiratory.failure..insufficiency..arrest,0,0,0,0,509,"Respiratory failure, insufficiency, arrest"
Respiratory.failure,3,1,2,6,509.1,Respiratory failure
Respiratory.insufficiency,1,1,0,2,509.2,Respiratory insufficiency
Pulmonary.insufficiency.or.respiratory.failure.following.trauma.and.surgery,2,3,1,6,509.3,Pulmonary insufficiency or respiratory failure following trauma and surgery
Respiratory.arrest,0,0,0,0,509.5,Respiratory arrest
Dependence.on.respirator..Ventilator..or.supplemental.oxygen,1,1,1,3,509.8,Dependence on respirator [Ventilator] or supplemental oxygen
Other.diseases.of.lung,3,2,3,8,510,Other diseases of lung
Lung.transplant,2,2,0,4,510.2,Lung transplant
Wheezing,2,2,3,7,512.1,Wheezing
Painful.respiration,0,1,1,2,512.2,Painful respiration
Abnormal.chest.sounds,0,0,1,1,512.3,Abnormal chest sounds
Shortness.of.breath,2,3,3,8,512.7,Shortness of breath
Cough,2,1,3,6,512.8,Cough
Other.dyspnea,3,3,2,8,512.9,Other dyspnea
Respiratory.abnormalities,0,0,1,1,513,Respiratory abnormalities
Hypoventilation,3,1,1,5,513.3,Hypoventilation
Apnea,0,2,1,3,513.31,Apnea
Orthopnea,0,0,1,1,513.32,Orthopnea
Hyperventilation,0,1,1,2,513.4,Hyperventilation
Disorders.of.diaphragm,1,1,0,2,513.8,Disorders of diaphragm
Abnormal.findings.examination.of.lungs,2,1,2,5,514,Abnormal findings examination of lungs
Abnormal.results.of.function.study.of.pulmonary.system,2,0,2,4,514.1,Abnormal results of function study of pulmonary system
Solitary.pulmonary.nodule,0,1,1,2,514.2,Solitary pulmonary nodule
Abnormal.sputum,0,1,1,2,516,Abnormal sputum
Hemoptysis,1,1,0,2,516.1,Hemoptysis
Other.diseases.of.respiratory.system..not.elsewhere.classified,0,0,0,0,519,"Other diseases of respiratory system, not elsewhere classified"
Tracheostomy.complications,0,0,1,1,519.1,Tracheostomy complications
Respiratory.complications,0,0,1,1,519.2,Respiratory complications
Other.diseases.of.respiratory.system..NEC,1,1,1,3,519.8,"Other diseases of respiratory system, NEC"
Symptoms.involving.respiratory.system.and.other.chest.symptoms,3,3,3,9,519.9,Symptoms involving respiratory system and other chest symptoms
Disorders.of.tooth.development,0,0,0,0,520,Disorders of tooth development
Hereditary.disturbances.in.tooth.structure,2,0,0,2,520.1,Hereditary disturbances in tooth structure
Disturbances.in.tooth.eruption,0,0,0,0,520.2,Disturbances in tooth eruption
Diseases.of.hard.tissues.of.teeth,0,0,0,0,521,Diseases of hard tissues of teeth
Dental.caries,0,1,0,1,521.1,Dental caries
Dental.abrasion..erosion.and.attrition,0,0,0,0,521.2,"Dental abrasion, erosion and attrition"
Diseases.of.pulp.and.periapical.tissues,0,0,0,0,522,Diseases of pulp and periapical tissues
Pulpitis.and.necrosis.of.tooth.pulp,0,0,0,0,522.1,Pulpitis and necrosis of tooth pulp
Periapical.abscess,0,1,0,1,522.5,Periapical abscess
Gingival.and.periodontal.diseases,0,1,0,1,523,Gingival and periodontal diseases
Gingivitis,0,0,0,0,523.1,Gingivitis
Periodontitis..acute.or.chronic.,0,0,0,0,523.3,Periodontitis (acute or chronic)
Acute.periodontitis,0,0,0,0,523.31,Acute periodontitis
Chronic.periodontitis,0,0,0,0,523.32,Chronic periodontitis
Dentofacial.anomalies..including.malocclusion,0,0,0,0,524,"Dentofacial anomalies, including malocclusion"
Anomalies.of.tooth.position.malocclusion,0,0,0,0,524.3,Anomalies of tooth position/malocclusion
Other.diseases.of.the.teeth.and.supporting.structures,0,1,1,2,525,Other diseases of the teeth and supporting structures
Loss.of.teeth.or.edentulism,0,0,1,1,525.1,Loss of teeth or edentulism
Atrophy.of.edentulous.alveolar.ridge,0,0,0,0,525.2,Atrophy of edentulous alveolar ridge
Diseases.of.the.jaws,0,0,0,0,526,Diseases of the jaws
Cysts.of.the.jaws,0,0,0,0,526.1,Cysts of the jaws
Anomalies.of.jaw.size.symmetry,0,0,0,0,526.3,Anomalies of jaw size/symmetry
Temporomandibular.joint.disorders,0,0,0,0,526.4,Temporomandibular joint disorders
Temporomandibular.joint.disorder..unspecified,0,0,0,0,526.41,"Temporomandibular joint disorder, unspecified"
Arthralgia.ankylosis.of.temporomandibular.joint,0,0,0,0,526.42,Arthralgia/ankylosis of temporomandibular joint
Inflammatory.conditions.of.jaw,0,0,0,0,526.5,Inflammatory conditions of jaw
Exostosis.of.jaw,0,0,0,0,526.8,Exostosis of jaw
Jaw.disease.NOS,0,0,0,0,526.9,Jaw disease NOS
Diseases.of.the.salivary.glands,0,0,0,0,527,Diseases of the salivary glands
Hypertrophy.of.salivary.gland,0,0,0,0,527.1,Hypertrophy of salivary gland
Sialoadenitis,1,1,0,2,527.2,Sialoadenitis
Disturbance.of.salivary.secretion,1,3,2,6,527.7,Disturbance of salivary secretion
Other.specified.diseases.of.the.salivary.glands,0,2,1,3,527.8,Other specified diseases of the salivary glands
Diseases.of.the.oral.soft.tissues..excluding.lesions.specific.for.gingiva.and.tongue,0,0,1,1,528,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
Stomatitis.and.mucositis,0,0,0,0,528.1,Stomatitis and mucositis
Stomatitis.and.mucositis..ulcerative.,0,0,0,0,528.11,Stomatitis and mucositis (ulcerative)
Oral.aphthae,0,0,0,0,528.12,Oral aphthae
Cellulitis.and.abscess.of.oral.soft.tissues,0,0,0,0,528.3,Cellulitis and abscess of oral soft tissues
Cysts.of.oral.soft.tissues,0,0,0,0,528.4,Cysts of oral soft tissues
Cyst.of.the.salivary.gland,0,0,1,1,528.41,Cyst of the salivary gland
Diseases.of.lips,1,0,0,1,528.5,Diseases of lips
Leukoplakia.of.oral.mucosa,0,0,0,0,528.6,Leukoplakia of oral mucosa
Sialolithiasis,0,0,0,0,528.7,Sialolithiasis
Diseases.and.other.conditions.of.the.tongue,0,0,0,0,529,Diseases and other conditions of the tongue
Glossitis,0,0,0,0,529.1,Glossitis
Glossodynia,0,0,0,0,529.6,Glossodynia
Diseases.of.esophagus,0,0,1,1,530,Diseases of esophagus
Esophagitis..GERD.and.related.diseases,2,0,1,3,530.1,"Esophagitis, GERD and related diseases"
GERD,3,2,1,6,530.11,GERD
Ulcer.of.esophagus,0,0,1,1,530.12,Ulcer of esophagus
Barrett.s.esophagus,2,2,1,5,530.13,Barrett's esophagus
Reflux.esophagitis,2,1,0,3,530.14,Reflux esophagitis
Eosinophilic.esophagitis,0,0,0,0,530.15,Eosinophilic esophagitis
Esophageal.bleeding..varices.hemorrhage.,1,0,2,3,530.2,Esophageal bleeding (varices/hemorrhage)
Stricture.and.stenosis.of.esophagus,2,1,1,4,530.3,Stricture and stenosis of esophagus
Disorders.of.esophageal.motility,1,0,0,1,530.5,Disorders of esophageal motility
Diverticulum.of.esophagus..acquired,0,0,2,2,530.6,"Diverticulum of esophagus, acquired"
Gastroesophageal.laceration.hemorrhage.syndrome,0,0,1,1,530.7,Gastroesophageal laceration-hemorrhage syndrome
Heartburn,0,0,1,1,530.9,Heartburn
Peptic.ulcer..excl..esophageal.,0,0,0,0,531,Peptic ulcer (excl. esophageal)
Hemorrhage.from.gastrointestinal.ulcer,1,1,0,2,531.1,Hemorrhage from gastrointestinal ulcer
Gastric.ulcer,0,2,2,4,531.2,Gastric ulcer
Duodenal.ulcer,3,1,1,5,531.3,Duodenal ulcer
Peptic.ulcer..site.unspecified,2,1,1,4,531.4,"Peptic ulcer, site unspecified"
Gastrojejunal.ulcer,0,0,0,0,531.5,Gastrojejunal ulcer
Dysphagia,3,2,3,8,532,Dysphagia
Gastritis.and.duodenitis,0,0,0,0,535,Gastritis and duodenitis
Acute.gastritis,0,0,0,0,535.1,Acute gastritis
Atrophic.gastritis,0,1,1,2,535.2,Atrophic gastritis
Duodenitis,0,0,1,1,535.6,Duodenitis
Other.specified.gastritis,2,3,1,6,535.8,Other specified gastritis
Gastritis.and.duodenitis..NOS,2,1,1,4,535.9,"Gastritis and duodenitis, NOS"
Disorders.of.function.of.stomach,0,0,0,0,536,Disorders of function of stomach
Gastroparesis,0,0,1,1,536.3,Gastroparesis
Complications.of.gastrostomy..colostomy.and.enterostomy,0,0,1,1,536.7,"Complications of gastrostomy, colostomy and enterostomy"
Dyspepsia.and.other.specified.disorders.of.function.of.stomach,0,1,1,2,536.8,Dyspepsia and other specified disorders of function of stomach
Other.disorders.of.stomach.and.duodenum,2,2,0,4,537,Other disorders of stomach and duodenum
Lesions.of.stomach.and.duodenum,2,0,1,3,537.1,Lesions of stomach and duodenum
Bariatric.surgery,0,0,0,0,539,Bariatric surgery
Appendiceal.conditions,0,0,1,1,540,Appendiceal conditions
Appendicitis,1,1,0,2,540.1,Appendicitis
Acute.appendicitis,0,0,0,0,540.11,Acute appendicitis
Abdominal.hernia,1,3,1,5,550,Abdominal hernia
Inguinal.hernia,0,0,2,2,550.1,Inguinal hernia
Diaphragmatic.hernia,3,3,2,8,550.2,Diaphragmatic hernia
Femoral.hernia,0,0,0,0,550.3,Femoral hernia
Umbilical.hernia,2,1,1,4,550.4,Umbilical hernia
Ventral.hernia,3,3,2,8,550.5,Ventral hernia
Incisional.hernia,0,0,0,0,550.6,Incisional hernia
Inflammatory.bowel.disease.and.other.gastroenteritis.and.colitis,0,0,0,0,555,Inflammatory bowel disease and other gastroenteritis and colitis
Regional.enteritis,0,0,0,0,555.1,Regional enteritis
Ulcerative.colitis,2,0,0,2,555.2,Ulcerative colitis
Ulcerative.colitis..chronic.,0,0,0,0,555.21,Ulcerative colitis (chronic)
Ulceration.of.the.lower.GI.tract,0,0,0,0,556,Ulceration of the lower GI tract
Ulceration.of.intestine,0,0,0,0,556.1,Ulceration of intestine
Angiodysplasia.of.intestine..without.mention.of.hemorrhage.,0,0,1,1,556.11,Angiodysplasia of intestine (without mention of hemorrhage)
Intestinal.malabsorption..non.celiac.,0,0,0,0,557,Intestinal malabsorption (non-celiac)
Celiac.disease,2,0,0,2,557.1,Celiac disease
Noninfectious.gastroenteritis,0,1,0,1,558,Noninfectious gastroenteritis
Ileostomy.status,0,0,0,0,559,Ileostomy status
Intestinal.obstruction.without.mention.of.hernia,0,0,0,0,560,Intestinal obstruction without mention of hernia
Paralytic.ileus,3,3,2,8,560.1,Paralytic ileus
Impaction.of.intestine,1,1,1,3,560.2,Impaction of intestine
Peritoneal.or.intestinal.adhesions,2,0,0,2,560.3,Peritoneal or intestinal adhesions
Other.intestinal.obstruction,2,3,3,8,560.4,Other intestinal obstruction
Symptoms.involving.digestive.system,2,3,2,7,561,Symptoms involving digestive system
Diarrhea,2,1,3,6,561.1,Diarrhea
Flatulence,2,2,2,6,561.2,Flatulence
Diverticulosis.and.diverticulitis,0,0,0,0,562,Diverticulosis and diverticulitis
Diverticulosis,0,2,3,5,562.1,Diverticulosis
Diverticulitis,2,1,3,6,562.2,Diverticulitis
Constipation,2,3,3,8,563,Constipation
Functional.digestive.disorders,3,3,0,6,564,Functional digestive disorders
Irritable.Bowel.Syndrome,2,0,1,3,564.1,Irritable Bowel Syndrome
